sheetType	Underlying description	Und. Price	Underlying currency	Trade	Trade time	Settle	Price (Total)	Price (Share)	Price (%)	Currency	Delta (%)	Gamma (%)	Vega	Theta	Rho	Time Value	Gearing	Break-Even (%)	Strategy	Exercise	Call/Put	Direction	Strike	Strike	Shares	Expiry	Time to Expiry	Model	Vol	Forward	USD||Rate	Dividend Yield	Discounted Div Flow	Borrow Cost	
WP	S&P 500 INDEX	1330.91	USD	02/29/2008	16:15:00	02/29/2008	-18.01	-18.0061	-1.3529	USD	49.45	-11.8047	-0.73	1.29	0	-18.01	-73.91	-1.35	American Vanilla	American	Put	Sell	1330.91	ATM	1	03/07/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 24.384	1330.32	3.0575	3.6639	0.93	0	
WC	S&P 500 INDEX	1293.41	USD	03/07/2008	16:15:00	03/07/2008	-17.01	-17.0135	-1.3154	USD	-50.77	-12.139	-0.71	1.22	0	-17.01	-76.02	1.32	American Vanilla	American	Call	Sell	1293.41	ATM	1	03/14/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 23.717	1293.17	2.9388	2.2459	0.56	0	
WP	S&P 500 INDEX	1293.41	USD	03/07/2008	16:15:00	03/07/2008	-16.86	-16.8634	-1.3038	USD	49.18	-12.139	-0.71	1.2	0	-16.86	-76.7	-1.3	American Vanilla	American	Put	Sell	1293.41	ATM	1	03/14/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 23.717	1293.17	2.9388	2.2459	0.56	0	
WC	S&P 500 INDEX	1288.77	USD	03/14/2008	16:15:00	03/14/2008	-22.97	-22.9704	-1.7824	USD	-51.26	-9.0281	-0.71	1.65	0	-22.97	-56.11	1.78	American Vanilla	American	Call	Sell	1288.77	ATM	1	03/21/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 31.885	1288.82	2.7638	0.9803	0.24	0	
WP	S&P 500 INDEX	1288.77	USD	03/14/2008	16:15:00	03/14/2008	-22.42	-22.4151	-1.7393	USD	48.76	-9.0406	-0.71	1.6	0	-22.42	-57.5	-1.74	American Vanilla	American	Put	Sell	1288.77	ATM	1	03/21/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 31.885	1288.82	2.7638	0.9803	0.24	0	
WC	S&P 500 INDEX	1329.74	USD	03/20/2008	16:15:00	03/20/2008	-18.68	-18.6799	-1.4048	USD	-50.96	-11.4172	-0.78	1.18	0	-18.68	-71.19	1.4	American Vanilla	American	Call	Sell	1329.74	ATM	1	03/28/2008 - 16:15	8 - 00:00	BS - continuous	Bid - 23.588	1329.71	2.6063	1.411	0.41	0	
WP	S&P 500 INDEX	1329.74	USD	03/20/2008	16:15:00	03/20/2008	-18.35	-18.3538	-1.3803	USD	49.01	-11.4172	-0.78	1.14	0	-18.35	-72.45	-1.38	American Vanilla	American	Put	Sell	1329.74	ATM	1	03/28/2008 - 16:15	8 - 00:00	BS - continuous	Bid - 23.588	1329.71	2.6063	1.411	0.41	0	
WC	S&P 500 INDEX	1314.81	USD	03/28/2008	16:15:00	03/28/2008	-17.11	-17.1076	-1.3011	USD	-50.94	-12.3381	-0.73	1.23	0	-17.11	-76.86	1.3	American Vanilla	American	Call	Sell	1314.81	ATM	1	04/04/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 23.336	1314.77	2.6975	1.3219	0.33	0	
WP	S&P 500 INDEX	1314.81	USD	03/28/2008	16:15:00	03/28/2008	-16.78	-16.7818	-1.2764	USD	49.04	-12.3381	-0.73	1.19	0	-16.78	-78.35	-1.28	American Vanilla	American	Put	Sell	1314.81	ATM	1	04/04/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 23.336	1314.77	2.6975	1.3219	0.33	0	
WC	S&P 500 INDEX	1370.67	USD	04/04/2008	16:15:00	04/04/2008	-14.01	-14.0068	-1.0219	USD	-50.44	-15.5333	-0.76	1	0	-14.01	-97.86	1.02	American Vanilla	American	Call	Sell	1370.67	ATM	1	04/11/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 18.535	1370.24	2.7275	2.8078	0.74	0	
WP	S&P 500 INDEX	1370.67	USD	04/04/2008	16:15:00	04/04/2008	-14.05	-14.0487	-1.025	USD	49.51	-15.5333	-0.76	1	0	-14.05	-97.57	-1.02	American Vanilla	American	Put	Sell	1370.67	ATM	1	04/11/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 18.535	1370.24	2.7275	2.8078	0.74	0	
WC	S&P 500 INDEX	1333.23	USD	04/11/2008	16:15:00	04/11/2008	-14.63	-14.63	-1.0973	USD	-51.03	-14.718	-0.74	1.06	0	-14.63	-91.13	1.1	American Vanilla	American	Call	Sell	1333.23	ATM	1	04/18/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 19.563	1333.31	2.7131	0.8724	0.22	0	
WP	S&P 500 INDEX	1333.23	USD	04/11/2008	16:15:00	04/11/2008	-14.18	-14.1832	-1.0638	USD	49.04	-14.7551	-0.74	1.01	0	-14.18	-94	-1.06	American Vanilla	American	Put	Sell	1333.23	ATM	1	04/18/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 19.563	1333.31	2.7131	0.8724	0.22	0	
WC	S&P 500 INDEX	1390.45	USD	04/18/2008	16:15:00	04/18/2008	-13.93	-13.9342	-1.0021	USD	-51.26	-16.2552	-0.77	1.02	0	-13.93	-99.79	1	American Vanilla	American	Call	Sell	1390.45	ATM	1	04/25/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 17.712	1390.7	2.9075	0.34	0.09	0	
WP	S&P 500 INDEX	1390.45	USD	04/18/2008	16:15:00	04/18/2008	-13.29	-13.2861	-0.9555	USD	48.89	-16.3324	-0.77	0.94	0	-13.29	-104.65	-0.96	American Vanilla	American	Put	Sell	1390.45	ATM	1	04/25/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 17.712	1390.7	2.9075	0.34	0.09	0	
WC	S&P 500 INDEX	1398	USD	04/25/2008	16:15:00	04/25/2008	-13.08	-13.0758	-0.9353	USD	-50.86	-17.2187	-0.77	0.95	0	-13.08	-106.92	0.94	American Vanilla	American	Call	Sell	1398	ATM	1	05/02/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 16.721	1397.91	2.9125	1.5845	0.42	0	
WP	S&P 500 INDEX	1398	USD	04/25/2008	16:15:00	04/25/2008	-12.74	-12.7439	-0.9116	USD	49.11	-17.2187	-0.77	0.9	0	-12.74	-109.7	-0.91	American Vanilla	American	Put	Sell	1398	ATM	1	05/02/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 16.721	1397.91	2.9125	1.5845	0.42	0	
WC	S&P 500 INDEX	1413.53	USD	05/02/2008	16:15:00	05/02/2008	-10.79	-10.7851	-0.763	USD	-49.8	-20.4744	-0.78	0.76	0	-10.79	-131.06	0.76	American Vanilla	American	Call	Sell	1413.53	ATM	1	05/09/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 14.059	1412.75	2.7701	4.0833	1.1	0	
WP	S&P 500 INDEX	1413.53	USD	05/02/2008	16:15:00	05/02/2008	-11.16	-11.1609	-0.7896	USD	50.12	-20.4744	-0.78	0.81	0	-11.16	-126.65	-0.79	American Vanilla	American	Put	Sell	1413.53	ATM	1	05/09/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 14.059	1412.75	2.7701	4.0833	1.1	0	
WC	S&P 500 INDEX	1388.3	USD	05/09/2008	16:15:00	05/09/2008	-10.88	-10.8794	-0.7837	USD	-50.05	-20.0846	-0.77	0.77	0	-10.88	-127.61	0.78	American Vanilla	American	Call	Sell	1388.3	ATM	1	05/16/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 14.334	1387.7	2.685	3.4249	0.91	0	
WP	S&P 500 INDEX	1388.3	USD	05/09/2008	16:15:00	05/09/2008	-11.1	-11.0962	-0.7993	USD	49.89	-20.0846	-0.77	0.8	0	-11.1	-125.12	-0.8	American Vanilla	American	Put	Sell	1388.3	ATM	1	05/16/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 14.334	1387.7	2.685	3.4249	0.91	0	
WC	S&P 500 INDEX	1425.15	USD	05/16/2008	16:15:00	05/16/2008	-11.77	-11.7667	-0.8256	USD	-50.8	-19.504	-0.79	0.85	0	-11.77	-121.12	0.83	American Vanilla	American	Call	Sell	1425.15	ATM	1	05/23/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 14.763	1425.05	2.695	1.5354	0.42	0	
WP	S&P 500 INDEX	1425.15	USD	05/16/2008	16:15:00	05/16/2008	-11.47	-11.472	-0.805	USD	49.17	-19.504	-0.79	0.81	0	-11.47	-124.23	-0.8	American Vanilla	American	Put	Sell	1425.15	ATM	1	05/23/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 14.763	1425.05	2.695	1.5354	0.42	0	
WC	S&P 500 INDEX	1376.17	USD	05/23/2008	16:15:00	05/23/2008	-13.07	-13.0687	-0.9496	USD	-50.71	-16.8793	-0.76	0.94	0	-13.07	-105.3	0.95	American Vanilla	American	Call	Sell	1376.17	ATM	1	05/30/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 17.058	1375.91	2.6456	1.7478	0.46	0	
WP	S&P 500 INDEX	1376.17	USD	05/23/2008	16:15:00	05/23/2008	-12.86	-12.8595	-0.9344	USD	49.26	-16.8793	-0.76	0.91	0	-12.86	-107.02	-0.93	American Vanilla	American	Put	Sell	1376.17	ATM	1	05/30/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 17.058	1375.91	2.6456	1.7478	0.46	0	
WC	S&P 500 INDEX	1399.4	USD	05/30/2008	16:15:00	05/30/2008	-10.47	-10.4724	-0.7484	USD	-49.83	-20.8964	-0.77	0.73	0	-10.47	-133.63	0.75	American Vanilla	American	Call	Sell	1399.4	ATM	1	06/06/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 13.776	1398.67	2.6806	3.891	1.04	0	
WP	S&P 500 INDEX	1399.4	USD	05/30/2008	16:15:00	05/30/2008	-10.82	-10.8166	-0.7729	USD	50.1	-20.8964	-0.77	0.78	0	-10.82	-129.38	-0.77	American Vanilla	American	Put	Sell	1399.4	ATM	1	06/06/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 13.776	1398.67	2.6806	3.891	1.04	0	
WC	S&P 500 INDEX	1360.48	USD	06/06/2008	16:15:00	06/06/2008	-15.43	-15.4256	-1.1338	USD	-50.77	-14.1203	-0.75	1.11	0	-15.43	-88.2	1.13	American Vanilla	American	Call	Sell	1360.48	ATM	1	06/13/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 20.391	1360.32	2.6956	1.8016	0.47	0	
WP	S&P 500 INDEX	1360.48	USD	06/06/2008	16:15:00	06/06/2008	-15.21	-15.2133	-1.1182	USD	49.2	-14.1203	-0.75	1.08	0	-15.21	-89.43	-1.12	American Vanilla	American	Put	Sell	1360.48	ATM	1	06/13/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 20.391	1360.32	2.6956	1.8016	0.47	0	
WC	S&P 500 INDEX	1359.88	USD	06/13/2008	16:15:00	06/13/2008	-12.09	-12.0932	-0.8893	USD	-50.83	-18.1107	-0.75	0.87	0	-12.09	-112.45	0.89	American Vanilla	American	Call	Sell	1359.88	ATM	1	06/20/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 15.898	1359.79	2.8137	1.5514	0.4	0	
WP	S&P 500 INDEX	1359.88	USD	06/13/2008	16:15:00	06/13/2008	-11.79	-11.7863	-0.8667	USD	49.14	-18.1107	-0.75	0.83	0	-11.79	-115.38	-0.87	American Vanilla	American	Put	Sell	1359.88	ATM	1	06/20/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 15.898	1359.79	2.8137	1.5514	0.4	0	
WC	S&P 500 INDEX	1317.94	USD	06/20/2008	16:15:00	06/20/2008	-14.96	-14.962	-1.1353	USD	-50.73	-14.0853	-0.73	1.07	0	-14.96	-88.09	1.14	American Vanilla	American	Call	Sell	1317.94	ATM	1	06/27/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 20.441	1317.73	2.8019	2.0402	0.51	0	
WP	S&P 500 INDEX	1317.94	USD	06/20/2008	16:15:00	06/20/2008	-14.79	-14.7906	-1.1223	USD	49.23	-14.0853	-0.73	1.05	0	-14.79	-89.11	-1.12	American Vanilla	American	Put	Sell	1317.94	ATM	1	06/27/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 20.441	1317.73	2.8019	2.0402	0.51	0	
WC	S&P 500 INDEX	1279.06	USD	06/27/2008	16:15:00	06/27/2008	-14.71	-14.7123	-1.1502	USD	-51.01	-14.0217	-0.71	1.06	0	-14.71	-86.94	1.15	American Vanilla	American	Call	Sell	1279.06	ATM	1	07/04/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 20.531	1279.01	2.7913	1.4121	0.35	0	
WP	S&P 500 INDEX	1279.06	USD	06/27/2008	16:15:00	06/27/2008	-14.29	-14.2896	-1.1172	USD	48.95	-14.0217	-0.71	1.01	0	-14.29	-89.51	-1.12	American Vanilla	American	Put	Sell	1279.06	ATM	1	07/04/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 20.531	1279.01	2.7913	1.4121	0.35	0	
WC	S&P 500 INDEX	1263.23	USD	07/03/2008	16:15:00	07/03/2008	-15.74	-15.7373	-1.2458	USD	-50.58	-12.753	-0.75	0.98	0	-15.74	-80.27	1.25	American Vanilla	American	Call	Sell	1263.23	ATM	1	07/11/2008 - 17:15	8 - 01:00	BS - continuous	Bid - 21.057	1262.78	2.791	2.6872	0.74	0	
WP	S&P 500 INDEX	1263.23	USD	07/03/2008	16:15:00	07/03/2008	-15.7	-15.7011	-1.2429	USD	49.35	-12.7884	-0.75	0.98	0	-15.7	-80.45	-1.24	American Vanilla	American	Put	Sell	1263.23	ATM	1	07/11/2008 - 16:15	8 - 00:00	BS - continuous	Bid - 21.057	1262.78	2.791	2.6872	0.74	0	
WC	S&P 500 INDEX	1240.02	USD	07/11/2008	16:15:00	07/11/2008	-16.24	-16.2443	-1.31	USD	-51.05	-12.2976	-0.68	1.17	0	-16.24	-76.34	1.31	American Vanilla	American	Call	Sell	1240.02	ATM	1	07/18/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 23.413	1240.08	2.7906	0.9376	0.22	0	
WP	S&P 500 INDEX	1240.02	USD	07/11/2008	16:15:00	07/11/2008	-15.83	-15.8283	-1.2765	USD	49	-12.3243	-0.69	1.12	0	-15.83	-78.34	-1.28	American Vanilla	American	Put	Sell	1240.02	ATM	1	07/18/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 23.413	1240.08	2.7906	0.9376	0.22	0	
WC	S&P 500 INDEX	1260.47	USD	07/18/2008	16:15:00	07/18/2008	-15.25	-15.2524	-1.2101	USD	-51.18	-13.3856	-0.7	1.11	0	-15.25	-82.64	1.21	American Vanilla	American	Call	Sell	1260.47	ATM	1	07/25/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 21.510	1260.66	2.7906	0.4136	0.1	0	
WP	S&P 500 INDEX	1260.47	USD	07/18/2008	16:15:00	07/18/2008	-14.71	-14.7092	-1.167	USD	48.92	-13.4319	-0.7	1.04	0	-14.71	-85.69	-1.17	American Vanilla	American	Put	Sell	1260.47	ATM	1	07/25/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 21.510	1260.66	2.7906	0.4136	0.1	0	
WC	S&P 500 INDEX	1257.85	USD	07/25/2008	16:15:00	07/25/2008	-13.23	-13.2287	-1.0517	USD	-50.75	-15.2367	-0.69	0.95	0	-13.23	-95.08	1.05	American Vanilla	American	Call	Sell	1257.85	ATM	1	08/01/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 18.896	1257.7	2.7931	1.8569	0.45	0	
WP	S&P 500 INDEX	1257.85	USD	07/25/2008	16:15:00	07/25/2008	-13.02	-13.0231	-1.0353	USD	49.21	-15.2367	-0.69	0.92	0	-13.02	-96.59	-1.04	American Vanilla	American	Put	Sell	1257.85	ATM	1	08/01/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 18.896	1257.7	2.7931	1.8569	0.45	0	
WC	S&P 500 INDEX	1260.39	USD	08/01/2008	16:15:00	08/01/2008	-13.2	-13.1956	-1.0469	USD	-50.25	-15.0646	-0.7	0.93	0	-13.2	-95.52	1.05	American Vanilla	American	Call	Sell	1260.39	ATM	1	08/08/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 19.109	1259.82	2.7944	3.5666	0.86	0	
WP	S&P 500 INDEX	1260.39	USD	08/01/2008	16:15:00	08/01/2008	-13.4	-13.401	-1.0632	USD	49.68	-15.0646	-0.7	0.96	0	-13.4	-94.05	-1.06	American Vanilla	American	Put	Sell	1260.39	ATM	1	08/08/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 19.109	1259.82	2.7944	3.5666	0.86	0	
WC	S&P 500 INDEX	1295.65	USD	08/08/2008	04:15:00	08/08/2008	-11.1	-11.0955	-0.8564	USD	-49.9	-18.2697	-0.74	0.73	0	-11.1	-116.77	0.86	American Vanilla	American	Call	Sell	1295.65	ATM	1	08/15/2008 - 16:15	7 - 12:00	BS - continuous	Bid - 15.221	1294.95	2.8037	4.0422	1	0	
WP	S&P 500 INDEX	1295.65	USD	08/08/2008	04:15:00	08/08/2008	-11.05	-11.052	-0.853	USD	50.02	-18.912	-0.72	0.8	0	-11.05	-117.23	-0.85	American Vanilla	American	Put	Sell	1295.65	ATM	1	08/15/2008 - 04:15	7 - 00:00	BS - continuous	Bid - 15.221	1294.95	2.8037	4.0422	1	0	
WC	S&P 500 INDEX	1298.15	USD	08/15/2008	16:15:00	08/15/2008	-13.27	-13.2701	-1.0222	USD	-50.68	-15.6451	-0.72	0.95	0	-13.27	-97.83	1.02	American Vanilla	American	Call	Sell	1298.15	ATM	1	08/22/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 18.403	1297.93	2.8087	2.0998	0.52	0	
WP	S&P 500 INDEX	1298.15	USD	08/15/2008	16:15:00	08/15/2008	-13.11	-13.1144	-1.0102	USD	49.28	-15.6451	-0.72	0.93	0	-13.11	-98.99	-1.01	American Vanilla	American	Put	Sell	1298.15	ATM	1	08/22/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 18.403	1297.93	2.8087	2.0998	0.52	0	
WC	S&P 500 INDEX	1292.07	USD	08/22/2008	16:15:00	08/22/2008	-11.92	-11.9155	-0.9222	USD	-50.66	-17.3592	-0.71	0.86	0	-11.92	-108.44	0.92	American Vanilla	American	Call	Sell	1292.07	ATM	1	08/29/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 16.586	1291.86	2.8101	2.0725	0.51	0	
WP	S&P 500 INDEX	1292.07	USD	08/22/2008	16:15:00	08/22/2008	-12.48	-12.4806	-0.9659	USD	49.06	-16.2367	-0.76	0.77	0	-12.48	-103.53	-0.97	American Vanilla	American	Put	Sell	1292.07	ATM	1	08/30/2008 - 16:15	8 - 00:00	BS - continuous	Bid - 16.584	1291.96	2.8102	1.8135	0.51	0	
WC	S&P 500 INDEX	1283.33	USD	08/29/2008	16:15:00	08/29/2008	-12.94	-12.944	-1.0086	USD	-50.35	-15.6983	-0.71	0.92	0	-12.94	-99.14	1.01	American Vanilla	American	Call	Sell	1283.33	ATM	1	09/05/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 18.339	1282.77	2.8104	3.1141	0.76	0	
WP	S&P 500 INDEX	1283.33	USD	08/29/2008	16:15:00	08/29/2008	-13.43	-13.4255	-1.0461	USD	49.39	-15.1675	-0.73	0.89	0	-13.43	-95.59	-1.05	American Vanilla	American	Put	Sell	1283.33	ATM	1	09/06/2008 - 04:15	7 - 12:00	BS - continuous	Bid - 18.335	1282.91	2.8104	2.5689	0.72	0	
WC	S&P 500 INDEX	1242.38	USD	09/05/2008	16:15:00	09/05/2008	-13.86	-13.8568	-1.1153	USD	-50.48	-14.2277	-0.69	0.99	0	-13.86	-89.66	1.12	American Vanilla	American	Call	Sell	1242.38	ATM	1	09/12/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 20.235	1241.97	2.8144	2.9338	0.7	0	
WP	S&P 500 INDEX	1242.38	USD	09/05/2008	16:15:00	09/05/2008	-13.9	-13.9047	-1.1192	USD	49.47	-14.2277	-0.69	0.99	0	-13.9	-89.35	-1.12	American Vanilla	American	Put	Sell	1242.38	ATM	1	09/12/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 20.235	1241.97	2.8144	2.9338	0.7	0	
WC	S&P 500 INDEX	1252.02	USD	09/12/2008	16:15:00	09/12/2008	-17.71	-17.7148	-1.4149	USD	-50.91	-11.3141	-0.69	1.27	0	-17.71	-70.68	1.41	American Vanilla	American	Call	Sell	1252.02	ATM	1	09/19/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 25.446	1251.9	2.8188	1.7214	0.41	0	
WP	S&P 500 INDEX	1252.02	USD	09/12/2008	16:15:00	09/12/2008	-17.47	-17.472	-1.3955	USD	49.06	-11.3141	-0.69	1.24	0	-17.47	-71.66	-1.4	American Vanilla	American	Put	Sell	1252.02	ATM	1	09/19/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 25.446	1251.9	2.8188	1.7214	0.41	0	
WC	S&P 500 INDEX	1253.09	USD	09/19/2008	16:15:00	09/19/2008	-18.92	-18.9207	-1.5099	USD	-51.07	-10.6405	-0.69	1.36	0	-18.92	-66.23	1.51	American Vanilla	American	Call	Sell	1253.09	ATM	1	09/26/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 27.056	1253.07	3.21	1.4571	0.35	0	
WP	S&P 500 INDEX	1253.09	USD	09/19/2008	16:15:00	09/19/2008	-18.53	-18.5278	-1.4786	USD	48.96	-10.6597	-0.69	1.32	0	-18.53	-67.63	-1.48	American Vanilla	American	Put	Sell	1253.09	ATM	1	09/26/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 27.056	1253.07	3.21	1.4571	0.35	0	
WC	S&P 500 INDEX	1214.59	USD	09/26/2008	16:15:00	09/26/2008	-22.38	-22.3793	-1.8425	USD	-51.18	-8.7033	-0.67	1.61	0	-22.38	-54.27	1.84	American Vanilla	American	Call	Sell	1214.59	ATM	1	10/03/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 33.073	1214.52	3.7619	1.9277	0.45	0	
WP	S&P 500 INDEX	1214.59	USD	09/26/2008	16:15:00	09/26/2008	-21.98	-21.9836	-1.81	USD	48.83	-8.7164	-0.67	1.56	0	-21.98	-55.25	-1.81	American Vanilla	American	Put	Sell	1214.59	ATM	1	10/03/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 33.073	1214.52	3.7619	1.9277	0.45	0	
WC	S&P 500 INDEX	1099.45	USD	10/03/2008	16:15:00	10/03/2008	-27.32	-27.3165	-2.4846	USD	-51.33	-6.4183	-0.61	1.96	0	-27.32	-40.25	2.48	American Vanilla	American	Call	Sell	1099.45	ATM	1	10/10/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 44.830	1099.18	4.3337	3.1599	0.66	0	
WP	S&P 500 INDEX	1099.45	USD	10/03/2008	16:15:00	10/03/2008	-27.1	-27.0979	-2.4647	USD	48.6	-6.4183	-0.61	1.92	0	-27.1	-40.57	-2.46	American Vanilla	American	Put	Sell	1099.45	ATM	1	10/10/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 44.830	1099.18	4.3337	3.1599	0.66	0	
WC	S&P 500 INDEX	901.72	USD	10/10/2008	16:15:00	10/10/2008	-38.2	-38.1952	-4.2358	USD	-52.36	-3.7786	-0.5	2.75	0	-38.2	-23.61	4.24	American Vanilla	American	Call	Sell	901.72	ATM	1	10/17/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 76.092	901.81	4.8181	0.8526	0.15	0	
WP	S&P 500 INDEX	901.72	USD	10/10/2008	16:15:00	10/10/2008	-37.55	-37.552	-4.1645	USD	47.65	-3.7838	-0.5	2.67	0	-37.55	-24.01	-4.16	American Vanilla	American	Put	Sell	901.72	ATM	1	10/17/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 76.092	901.81	4.8181	0.8526	0.15	0	
WC	S&P 500 INDEX	940.49	USD	10/17/2008	16:15:00	10/17/2008	-29.54	-29.5399	-3.1409	USD	-51.83	-5.1029	-0.52	2.13	0	-29.54	-31.84	3.14	American Vanilla	American	Call	Sell	940.49	ATM	1	10/24/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 56.379	940.6	4.4187	1.3031	0.23	0	
WP	S&P 500 INDEX	940.49	USD	10/17/2008	16:15:00	10/17/2008	-29.01	-29.0101	-3.0846	USD	48.18	-5.1106	-0.52	2.06	0	-29.01	-32.42	-3.08	American Vanilla	American	Put	Sell	940.49	ATM	1	10/24/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 56.379	940.6	4.4187	1.3031	0.23	0	
WC	S&P 500 INDEX	875.89	USD	10/24/2008	16:15:00	10/24/2008	-32.14	-32.1445	-3.6699	USD	-51.94	-4.3439	-0.48	2.3	0	-32.14	-27.25	3.67	American Vanilla	American	Call	Sell	875.89	ATM	1	10/31/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 66.214	875.83	3.5163	1.8554	0.31	0	
WP	S&P 500 INDEX	875.89	USD	10/24/2008	16:15:00	10/24/2008	-31.88	-31.8841	-3.6402	USD	48.03	-4.3439	-0.48	2.26	0	-31.88	-27.47	-3.64	American Vanilla	American	Put	Sell	875.89	ATM	1	10/31/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 66.214	875.83	3.5163	1.8554	0.31	0	
WC	S&P 500 INDEX	969.86	USD	10/31/2008	16:15:00	10/31/2008	-27.61	-27.6088	-2.8467	USD	-51.08	-5.5286	-0.53	1.96	0	-27.61	-35.13	2.85	American Vanilla	American	Call	Sell	969.86	ATM	1	11/07/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 52.143	968.93	3.0263	6.3291	1.17	0	
WP	S&P 500 INDEX	969.86	USD	10/31/2008	16:15:00	10/31/2008	-28.22	-28.2237	-2.9101	USD	48.86	-5.516	-0.53	2.03	0	-28.22	-34.36	-2.91	American Vanilla	American	Put	Sell	969.86	ATM	1	11/07/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 52.143	968.93	3.0263	6.3291	1.17	0	
WC	S&P 500 INDEX	930.68	USD	11/07/2008	16:15:00	11/07/2008	-23.72	-23.7195	-2.5486	USD	-51.02	-6.1908	-0.51	1.69	0	-23.72	-39.24	2.55	American Vanilla	American	Call	Sell	930.68	ATM	1	11/14/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 46.545	930.01	2.29	4.4164	0.79	0	
WP	S&P 500 INDEX	930.68	USD	11/07/2008	16:15:00	11/07/2008	-24.11	-24.1103	-2.5906	USD	48.93	-6.182	-0.51	1.73	0	-24.11	-38.6	-2.59	American Vanilla	American	Put	Sell	930.68	ATM	1	11/14/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 46.545	930.01	2.29	4.4164	0.79	0	
WC	S&P 500 INDEX	871.83	USD	11/14/2008	16:15:00	11/14/2008	-27.11	-27.1128	-3.1099	USD	-51.45	-5.0952	-0.48	1.93	0	-27.11	-32.16	3.11	American Vanilla	American	Call	Sell	871.83	ATM	1	11/21/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 56.467	871.5	2.2363	2.9575	0.49	0	
WP	S&P 500 INDEX	871.83	USD	11/14/2008	16:15:00	11/14/2008	-27.24	-27.2435	-3.1249	USD	48.49	-5.0952	-0.48	1.95	0	-27.24	-32	-3.12	American Vanilla	American	Put	Sell	871.83	ATM	1	11/21/2008 - 16:15	7 - 00:00	BS - continuous	Bid - 56.467	871.5	2.2363	2.9575	0.49	0	
