sheetType	Underlying description	Und. Price	Underlying currency	Trade	Trade time	Settle	Price (Total)	Price (Share)	Price (%)	Currency	Delta (%)	Gamma (%)	Vega	Theta	Rho	Time Value	Gearing	Break-Even (%)	Strategy	Exercise	Call/Put	Direction	Strike	Strike	Shares	Expiry	Time to Expiry	Model	Vol	Forward	USD||Rate	Dividend Yield	Discounted Div Flow	Borrow Cost	
WP	S&P 500 INDEX	1878.09	USD	03/07/2014	16:15:00	03/07/2014	-9.99	-9.9948	-0.5322	USD	51.18	-31.2559	-1.04	0.75	0	-9.99	-187.91	-0.53	American Vanilla	American	Put	Sell	1878.09	ATM	1	03/14/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 9.208	1877.17	0.2356	2.6574	0.96	0	
WC	S&P 500 INDEX	1841.19	USD	03/14/2014	16:15:00	03/14/2014	-16.88	-16.8805	-0.9168	USD	-50.45	-17.3506	-1.02	1.21	0	-16.88	-109.07	0.92	American Vanilla	American	Call	Sell	1841.19	ATM	1	03/21/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 16.601	1841.13	0.2348	0.2591	0.09	0	
WP	S&P 500 INDEX	1841.19	USD	03/14/2014	16:15:00	03/14/2014	-16.89	-16.8914	-0.9174	USD	49.55	-17.3506	-1.02	1.21	0	-16.89	-109	-0.92	American Vanilla	American	Put	Sell	1841.19	ATM	1	03/21/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 16.601	1841.13	0.2348	0.2591	0.09	0	
WC	S&P 500 INDEX	1865.69	USD	03/21/2014	16:15:00	03/21/2014	-11.2	-11.1974	-0.6002	USD	-49.52	-25.8644	-1.03	0.78	0	-11.2	-166.62	0.6	American Vanilla	American	Call	Sell	1865.69	ATM	1	03/28/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 11.133	1865.09	0.2328	1.7812	0.64	0	
WP	S&P 500 INDEX	1865.69	USD	03/21/2014	16:15:00	03/21/2014	-11.75	-11.7536	-0.63	USD	50.45	-25.8644	-1.03	0.86	0	-11.75	-158.73	-0.63	American Vanilla	American	Put	Sell	1865.69	ATM	1	03/28/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 11.133	1865.09	0.2328	1.7812	0.64	0	
WC	S&P 500 INDEX	1859.42	USD	03/28/2014	16:15:00	03/28/2014	-12.45	-12.4519	-0.6697	USD	-49.65	-23.2534	-1.03	0.87	0	-12.45	-149.33	0.67	American Vanilla	American	Call	Sell	1859.42	ATM	1	04/04/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 12.384	1858.84	0.2334	1.7372	0.62	0	
WP	S&P 500 INDEX	1859.42	USD	03/28/2014	16:15:00	03/28/2014	-12.99	-12.9904	-0.6986	USD	50.31	-23.2534	-1.03	0.95	0	-12.99	-143.14	-0.7	American Vanilla	American	Put	Sell	1859.42	ATM	1	04/04/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 12.384	1858.84	0.2334	1.7372	0.62	0	
WC	S&P 500 INDEX	1866.83	USD	04/04/2014	16:15:00	04/04/2014	-11.4	-11.4022	-0.6108	USD	-49.34	-25.2567	-1.03	0.8	0	-11.4	-163.73	0.61	American Vanilla	American	Call	Sell	1866.83	ATM	1	04/11/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 11.483	1865.89	0.2296	2.7286	0.98	0	
WP	S&P 500 INDEX	1866.83	USD	04/04/2014	16:15:00	04/04/2014	-12.29	-12.2935	-0.6585	USD	50.86	-25.0678	-1.03	0.91	0	-12.29	-151.85	-0.66	American Vanilla	American	Put	Sell	1866.83	ATM	1	04/11/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 11.483	1865.89	0.2296	2.7286	0.98	0	
WC	S&P 500 INDEX	1816.85	USD	04/11/2014	16:15:00	04/11/2014	-15.74	-15.7372	-0.8662	USD	-50.35	-18.322	-1	1.12	0	-15.74	-115.45	0.87	American Vanilla	American	Call	Sell	1816.85	ATM	1	04/18/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 15.721	1816.75	0.2264	0.3973	0.14	0	
WP	S&P 500 INDEX	1816.85	USD	04/11/2014	16:15:00	04/11/2014	-15.82	-15.8195	-0.8707	USD	49.64	-18.322	-1	1.13	0	-15.82	-114.85	-0.87	American Vanilla	American	Put	Sell	1816.85	ATM	1	04/18/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 15.721	1816.75	0.2264	0.3973	0.14	0	
WC	S&P 500 INDEX	1864.21	USD	04/17/2014	16:15:00	04/17/2014	-10.54	-10.5449	-0.5656	USD	-49.94	-27.8312	-1.1	0.65	0	-10.54	-176.79	0.57	American Vanilla	American	Call	Sell	1864.21	ATM	1	04/25/2014 - 16:15	8 - 00:00	BS - continuous	Bid - 9.681	1863.94	0.2259	0.7731	0.32	0	
WP	S&P 500 INDEX	1864.21	USD	04/17/2014	16:15:00	04/17/2014	-10.77	-10.771	-0.5778	USD	50.04	-27.8312	-1.1	0.68	0	-10.77	-173.08	-0.58	American Vanilla	American	Put	Sell	1864.21	ATM	1	04/25/2014 - 16:15	8 - 00:00	BS - continuous	Bid - 9.681	1863.94	0.2259	0.7731	0.32	0	
WC	S&P 500 INDEX	1864.36	USD	04/25/2014	16:15:00	04/25/2014	-11.17	-11.1734	-0.5993	USD	-49.9	-26.2185	-1.03	0.79	0	-11.17	-166.86	0.6	American Vanilla	American	Call	Sell	1864.36	ATM	1	05/02/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 10.985	1864.03	0.2266	1.0078	0.36	0	
WP	S&P 500 INDEX	1864.36	USD	04/25/2014	16:15:00	04/25/2014	-11.46	-11.455	-0.6144	USD	50.08	-26.2185	-1.03	0.83	0	-11.46	-162.76	-0.61	American Vanilla	American	Put	Sell	1864.36	ATM	1	05/02/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 10.985	1864.03	0.2266	1.0078	0.36	0	
WC	S&P 500 INDEX	1880.75	USD	05/02/2014	16:15:00	05/02/2014	-8.53	-8.5294	-0.4535	USD	-48.09	-32.9761	-1.04	0.57	0	-8.53	-220.5	0.45	American Vanilla	American	Call	Sell	1880.75	ATM	1	05/09/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 8.958	1878.99	0.2229	4.9776	1.79	0	
WP	S&P 500 INDEX	1880.75	USD	05/02/2014	16:15:00	05/02/2014	-10.19	-10.1858	-0.5416	USD	52.64	-32.0564	-1.04	0.79	0	-10.19	-184.64	-0.54	American Vanilla	American	Put	Sell	1880.75	ATM	1	05/09/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 8.958	1878.99	0.2229	4.9776	1.79	0	
WC	S&P 500 INDEX	1878.2	USD	05/09/2014	16:15:00	05/09/2014	-8.13	-8.1268	-0.4327	USD	-48.55	-34.8888	-1.04	0.56	0	-8.13	-231.11	0.43	American Vanilla	American	Call	Sell	1878.2	ATM	1	05/16/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 8.382	1876.97	0.2241	3.5187	1.27	0	
WP	S&P 500 INDEX	1878.2	USD	05/09/2014	16:15:00	05/09/2014	-9.3	-9.3012	-0.4952	USD	51.91	-34.3055	-1.04	0.71	0	-9.3	-201.93	-0.5	American Vanilla	American	Put	Sell	1878.2	ATM	1	05/16/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 8.382	1876.97	0.2241	3.5187	1.27	0	
WC	S&P 500 INDEX	1877.79	USD	05/16/2014	16:15:00	05/16/2014	-9.01	-9.0146	-0.4801	USD	-49.08	-31.9444	-1.04	0.62	0	-9.01	-208.31	0.48	American Vanilla	American	Call	Sell	1877.79	ATM	1	05/23/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 9.012	1877.07	0.2286	2.0925	0.75	0	
WP	S&P 500 INDEX	1877.79	USD	05/16/2014	16:15:00	05/16/2014	-9.69	-9.6879	-0.5159	USD	50.88	-31.9444	-1.04	0.72	0	-9.69	-193.83	-0.52	American Vanilla	American	Put	Sell	1877.79	ATM	1	05/23/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 9.012	1877.07	0.2286	2.0925	0.75	0	
WC	S&P 500 INDEX	1900.63	USD	05/23/2014	16:15:00	05/23/2014	-7.56	-7.5577	-0.3976	USD	-49.21	-38.7776	-1.05	0.52	0	-7.56	-251.48	0.4	American Vanilla	American	Call	Sell	1900.63	ATM	1	05/30/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 7.425	1900.09	0.2293	1.5393	0.56	0	
WP	S&P 500 INDEX	1900.63	USD	05/23/2014	16:15:00	05/23/2014	-8.04	-8.0383	-0.4229	USD	50.76	-38.7776	-1.05	0.59	0	-8.04	-236.45	-0.42	American Vanilla	American	Put	Sell	1900.63	ATM	1	05/30/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 7.425	1900.09	0.2293	1.5393	0.56	0	
WC	S&P 500 INDEX	1924.6	USD	05/30/2014	16:15:00	05/30/2014	-7.08	-7.084	-0.3681	USD	-48.16	-40.488	-1.06	0.47	0	-7.08	-271.68	0.37	American Vanilla	American	Call	Sell	1924.6	ATM	1	06/06/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 7.104	1923.6	0.2274	2.8066	1.04	0	
WP	S&P 500 INDEX	1924.6	USD	05/30/2014	16:15:00	05/30/2014	-8.04	-8.0378	-0.4176	USD	51.79	-40.488	-1.06	0.61	0	-8.04	-239.44	-0.42	American Vanilla	American	Put	Sell	1924.6	ATM	1	06/06/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 7.104	1923.6	0.2274	2.8066	1.04	0	
WC	S&P 500 INDEX	1949.28	USD	06/06/2014	16:15:00	06/06/2014	-7.44	-7.4435	-0.3819	USD	-48.51	-39.4682	-1.08	0.5	0	-7.44	-261.88	0.38	American Vanilla	American	Call	Sell	1949.28	ATM	1	06/13/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 7.291	1948.41	0.2296	2.4324	0.91	0	
WP	S&P 500 INDEX	1949.28	USD	06/06/2014	16:15:00	06/06/2014	-8.27	-8.2691	-0.4242	USD	51.45	-39.4682	-1.08	0.62	0	-8.27	-235.73	-0.42	American Vanilla	American	Put	Sell	1949.28	ATM	1	06/13/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 7.291	1948.41	0.2296	2.4324	0.91	0	
WC	S&P 500 INDEX	1936.81	USD	06/13/2014	16:15:00	06/13/2014	-9.49	-9.4853	-0.4897	USD	-49.79	-32.0358	-1.07	0.67	0	-9.49	-204.19	0.49	American Vanilla	American	Call	Sell	1936.81	ATM	1	06/20/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 8.991	1936.49	0.2321	0.9494	0.35	0	
WP	S&P 500 INDEX	1936.81	USD	06/13/2014	16:15:00	06/13/2014	-9.75	-9.7541	-0.5036	USD	50.19	-32.0358	-1.07	0.71	0	-9.75	-198.56	-0.5	American Vanilla	American	Put	Sell	1936.81	ATM	1	06/20/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 8.991	1936.49	0.2321	0.9494	0.35	0	
WC	S&P 500 INDEX	1963.12	USD	06/20/2014	16:15:00	06/20/2014	-7.11	-7.109	-0.3621	USD	-48.92	-42.2107	-1.08	0.49	0	-7.11	-276.14	0.36	American Vanilla	American	Call	Sell	1963.12	ATM	1	06/27/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 6.820	1962.49	0.2306	1.7649	0.66	0	
WP	S&P 500 INDEX	1963.12	USD	06/20/2014	16:15:00	06/20/2014	-7.69	-7.6889	-0.3917	USD	51.04	-42.2107	-1.08	0.57	0	-7.69	-255.32	-0.39	American Vanilla	American	Put	Sell	1963.12	ATM	1	06/27/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 6.820	1962.49	0.2306	1.7649	0.66	0	
WC	S&P 500 INDEX	1958.94	USD	06/27/2014	16:15:00	06/27/2014	-7.12	-7.1236	-0.3636	USD	-48.8	-41.8641	-1.08	0.5	0	-7.12	-274.99	0.36	American Vanilla	American	Call	Sell	1958.94	ATM	1	07/04/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 6.876	1958.41	0.2346	1.5085	0.57	0	
WP	S&P 500 INDEX	1958.94	USD	06/27/2014	16:15:00	06/27/2014	-7.76	-7.7641	-0.3963	USD	51.16	-41.8641	-1.08	0.57	0	-7.76	-252.31	-0.4	American Vanilla	American	Put	Sell	1958.94	ATM	1	07/04/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 6.876	1958.41	0.2346	1.5085	0.57	0	
WC	S&P 500 INDEX	1982.99	USD	07/03/2014	16:15:00	07/03/2014	-6.59	-6.5868	-0.3322	USD	-48.2	-44.9581	-1.17	0.39	0	-6.59	-301.06	0.33	American Vanilla	American	Call	Sell	1982.99	ATM	1	07/11/2014 - 16:15	8 - 00:00	BS - continuous	Bid - 5.985	1982.07	0.2321	2.1996	0.96	0	
WP	S&P 500 INDEX	1982.99	USD	07/03/2014	16:15:00	07/03/2014	-7.45	-7.4454	-0.3755	USD	51.75	-44.9581	-1.17	0.49	0	-7.45	-266.34	-0.38	American Vanilla	American	Put	Sell	1982.99	ATM	1	07/11/2014 - 16:15	8 - 00:00	BS - continuous	Bid - 5.985	1982.07	0.2321	2.1996	0.96	0	
WC	S&P 500 INDEX	1967.37	USD	07/11/2014	16:15:00	07/11/2014	-8.2	-8.2048	-0.417	USD	-49.51	-37.3269	-1.09	0.57	0	-8.2	-239.78	0.42	American Vanilla	American	Call	Sell	1967.37	ATM	1	07/18/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 7.715	1966.96	0.2336	1.1882	0.45	0	
WP	S&P 500 INDEX	1967.37	USD	07/11/2014	16:15:00	07/11/2014	-8.57	-8.5674	-0.4355	USD	50.46	-37.3269	-1.09	0.62	0	-8.57	-229.64	-0.44	American Vanilla	American	Put	Sell	1967.37	ATM	1	07/18/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 7.715	1966.96	0.2336	1.1882	0.45	0	
WC	S&P 500 INDEX	1977.46	USD	07/18/2014	16:15:00	07/18/2014	-9.03	-9.0285	-0.4566	USD	-50.12	-34.7431	-1.09	0.64	0	-9.03	-219.02	0.46	American Vanilla	American	Call	Sell	1977.46	ATM	1	07/25/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 8.291	1977.36	0.2316	0.377	0.14	0	
WP	S&P 500 INDEX	1977.46	USD	07/18/2014	16:15:00	07/18/2014	-9.09	-9.0861	-0.4595	USD	49.87	-34.7431	-1.09	0.65	0	-9.09	-217.63	-0.46	American Vanilla	American	Put	Sell	1977.46	ATM	1	07/25/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 8.291	1977.36	0.2316	0.377	0.14	0	
WC	S&P 500 INDEX	1977.62	USD	07/25/2014	16:15:00	07/25/2014	-10.01	-10.0053	-0.5059	USD	-49.53	-30.7402	-1.09	0.7	0	-10.01	-197.66	0.51	American Vanilla	American	Call	Sell	1977.62	ATM	1	08/01/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 9.368	1977.11	0.2341	1.4415	0.55	0	
WP	S&P 500 INDEX	1977.62	USD	07/25/2014	16:15:00	07/25/2014	-10.47	-10.4656	-0.5292	USD	50.44	-30.7402	-1.09	0.76	0	-10.47	-188.96	-0.53	American Vanilla	American	Put	Sell	1977.62	ATM	1	08/01/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 9.368	1977.11	0.2341	1.4415	0.55	0	
WC	S&P 500 INDEX	1924.67	USD	08/01/2014	16:15:00	08/01/2014	-15	-15.0005	-0.7794	USD	-49.43	-19.8364	-1.06	1.04	0	-15	-128.31	0.78	American Vanilla	American	Call	Sell	1924.67	ATM	1	08/08/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 14.638	1923.43	0.2381	3.465	1.28	0	
WP	S&P 500 INDEX	1924.67	USD	08/01/2014	16:15:00	08/01/2014	-16.16	-16.1629	-0.8398	USD	50.78	-19.6629	-1.06	1.2	0	-16.16	-119.08	-0.84	American Vanilla	American	Put	Sell	1924.67	ATM	1	08/08/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 14.638	1923.43	0.2381	3.465	1.28	0	
WC	S&P 500 INDEX	1930.1	USD	08/08/2014	16:15:00	08/08/2014	-12.55	-12.555	-0.6505	USD	-49.19	-23.6316	-1.07	0.87	0	-12.55	-153.73	0.65	American Vanilla	American	Call	Sell	1930.1	ATM	1	08/15/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 12.309	1928.85	0.2351	3.4771	1.29	0	
WP	S&P 500 INDEX	1930.1	USD	08/08/2014	16:15:00	08/08/2014	-13.73	-13.7299	-0.7114	USD	51.08	-23.3795	-1.07	1.02	0	-13.73	-140.58	-0.71	American Vanilla	American	Put	Sell	1930.1	ATM	1	08/15/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 12.309	1928.85	0.2351	3.4771	1.29	0	
WC	S&P 500 INDEX	1955.58	USD	08/15/2014	16:15:00	08/15/2014	-11.6	-11.5985	-0.5931	USD	-49.36	-26.0191	-1.08	0.81	0	-11.6	-168.61	0.59	American Vanilla	American	Call	Sell	1955.58	ATM	1	08/22/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 11.140	1954.65	0.2321	2.5686	0.96	0	
WP	S&P 500 INDEX	1955.58	USD	08/15/2014	16:15:00	08/15/2014	-12.48	-12.4765	-0.638	USD	50.83	-25.8413	-1.08	0.92	0	-12.48	-156.74	-0.64	American Vanilla	American	Put	Sell	1955.58	ATM	1	08/22/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 11.140	1954.65	0.2321	2.5686	0.96	0	
WC	S&P 500 INDEX	1989.66	USD	08/22/2014	16:15:00	08/22/2014	-8.36	-8.3588	-0.4201	USD	-48.74	-36.1344	-1.1	0.57	0	-8.36	-238.03	0.42	American Vanilla	American	Call	Sell	1989.66	ATM	1	08/29/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 7.965	1988.81	0.2384	2.3305	0.89	0	
WP	S&P 500 INDEX	1989.66	USD	08/22/2014	16:15:00	08/22/2014	-9.16	-9.1593	-0.4603	USD	51.21	-36.1344	-1.1	0.68	0	-9.16	-217.23	-0.46	American Vanilla	American	Put	Sell	1989.66	ATM	1	08/29/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 7.965	1988.81	0.2384	2.3305	0.89	0	
WC	S&P 500 INDEX	2002.87	USD	08/29/2014	16:15:00	08/29/2014	-7.68	-7.6846	-0.3837	USD	-49.24	-40.2327	-1.11	0.53	0	-7.68	-260.64	0.38	American Vanilla	American	Call	Sell	2002.87	ATM	1	09/05/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 7.157	2002.34	0.2336	1.4527	0.56	0	
WP	S&P 500 INDEX	2002.87	USD	08/29/2014	16:15:00	08/29/2014	-8.16	-8.1562	-0.4072	USD	50.74	-40.2327	-1.11	0.6	0	-8.16	-245.56	-0.41	American Vanilla	American	Put	Sell	2002.87	ATM	1	09/05/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 7.157	2002.34	0.2336	1.4527	0.56	0	
WC	S&P 500 INDEX	2007.02	USD	09/05/2014	16:15:00	09/05/2014	-7.22	-7.2215	-0.3598	USD	-47.92	-41.0873	-1.11	0.48	0	-7.22	-277.92	0.36	American Vanilla	American	Call	Sell	2007.02	ATM	1	09/12/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 6.998	2005.88	0.2323	3.074	1.18	0	
WP	S&P 500 INDEX	2007.02	USD	09/05/2014	16:15:00	09/05/2014	-8.32	-8.3172	-0.4144	USD	52.02	-41.0873	-1.11	0.63	0	-8.32	-241.31	-0.41	American Vanilla	American	Put	Sell	2007.02	ATM	1	09/12/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 6.998	2005.88	0.2323	3.074	1.18	0	
WC	S&P 500 INDEX	1984.42	USD	09/12/2014	16:15:00	09/12/2014	-10.84	-10.8384	-0.5462	USD	-49.82	-28.7225	-1.1	0.76	0	-10.84	-183.09	0.55	American Vanilla	American	Call	Sell	1984.42	ATM	1	09/19/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 10.028	1984.06	0.2346	1.0397	0.4	0	
WP	S&P 500 INDEX	1984.42	USD	09/12/2014	16:15:00	09/12/2014	-11.15	-11.1474	-0.5617	USD	50.16	-28.7225	-1.1	0.81	0	-11.15	-178.02	-0.56	American Vanilla	American	Put	Sell	1984.42	ATM	1	09/19/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 10.028	1984.06	0.2346	1.0397	0.4	0	
WC	S&P 500 INDEX	2009.87	USD	09/19/2014	16:15:00	09/19/2014	-7.85	-7.8538	-0.3908	USD	-49.16	-39.3959	-1.11	0.54	0	-7.85	-255.91	0.39	American Vanilla	American	Call	Sell	2009.87	ATM	1	09/26/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 7.309	2009.3	0.2331	1.5908	0.61	0	
WP	S&P 500 INDEX	2009.87	USD	09/19/2014	16:15:00	09/19/2014	-8.38	-8.3796	-0.4169	USD	50.81	-39.3959	-1.11	0.62	0	-8.38	-239.85	-0.42	American Vanilla	American	Put	Sell	2009.87	ATM	1	09/26/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 7.309	2009.3	0.2331	1.5908	0.61	0	
WC	S&P 500 INDEX	1982.55	USD	09/26/2014	16:15:00	09/26/2014	-12.83	-12.8256	-0.6469	USD	-49.64	-24.0728	-1.09	0.9	0	-12.83	-154.58	0.65	American Vanilla	American	Call	Sell	1982.55	ATM	1	10/03/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 11.963	1981.95	0.2331	1.6812	0.64	0	
WP	S&P 500 INDEX	1982.55	USD	09/26/2014	16:15:00	09/26/2014	-13.38	-13.3785	-0.6748	USD	50.33	-24.0728	-1.09	0.98	0	-13.38	-148.19	-0.67	American Vanilla	American	Put	Sell	1982.55	ATM	1	10/03/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 11.963	1981.95	0.2331	1.6812	0.64	0	
WC	S&P 500 INDEX	1967.44	USD	10/03/2014	16:15:00	10/03/2014	-13.05	-13.046	-0.6631	USD	-49.44	-23.3244	-1.09	0.91	0	-13.05	-150.81	0.66	American Vanilla	American	Call	Sell	1967.44	ATM	1	10/10/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 12.428	1966.45	0.2316	2.7283	1.03	0	
WP	S&P 500 INDEX	1967.44	USD	10/03/2014	16:15:00	10/03/2014	-13.98	-13.9819	-0.7107	USD	50.74	-23.1634	-1.09	1.03	0	-13.98	-140.71	-0.71	American Vanilla	American	Put	Sell	1967.44	ATM	1	10/10/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 12.428	1966.45	0.2316	2.7283	1.03	0	
WC	S&P 500 INDEX	1906.34	USD	10/10/2014	16:15:00	10/10/2014	-19.21	-19.2132	-1.0079	USD	-50.37	-15.7205	-1.05	1.37	0	-19.21	-99.22	1.01	American Vanilla	American	Call	Sell	1906.34	ATM	1	10/17/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 18.322	1906.12	0.23	0.666	0.24	0	
WP	S&P 500 INDEX	1906.34	USD	10/10/2014	16:15:00	10/10/2014	-19.38	-19.3759	-1.0164	USD	49.62	-15.7205	-1.05	1.39	0	-19.38	-98.39	-1.02	American Vanilla	American	Put	Sell	1906.34	ATM	1	10/17/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 18.322	1906.12	0.23	0.666	0.24	0	
WC	S&P 500 INDEX	1886.14	USD	10/17/2014	16:15:00	10/17/2014	-21.2	-21.1984	-1.1239	USD	-50.38	-14.0791	-1.04	1.51	0	-21.2	-88.98	1.12	American Vanilla	American	Call	Sell	1886.14	ATM	1	10/24/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 20.457	1885.86	0.2313	0.8658	0.31	0	
WP	S&P 500 INDEX	1886.14	USD	10/17/2014	16:15:00	10/17/2014	-21.43	-21.4302	-1.1362	USD	49.6	-14.0791	-1.04	1.54	0	-21.43	-88.01	-1.14	American Vanilla	American	Put	Sell	1886.14	ATM	1	10/24/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 20.457	1885.86	0.2313	0.8658	0.31	0	
WC	S&P 500 INDEX	1963.96	USD	10/24/2014	16:15:00	10/24/2014	-13.72	-13.7196	-0.6986	USD	-50.02	-22.5478	-1.08	0.97	0	-13.72	-143.15	0.7	American Vanilla	American	Call	Sell	1963.96	ATM	1	10/31/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 12.774	1963.63	0.2331	0.9657	0.36	0	
WP	S&P 500 INDEX	1963.96	USD	10/24/2014	16:15:00	10/24/2014	-14	-13.998	-0.7127	USD	49.96	-22.5478	-1.08	1.01	0	-14	-140.3	-0.71	American Vanilla	American	Put	Sell	1963.96	ATM	1	10/31/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 12.774	1963.63	0.2331	0.9657	0.36	0	
WC	S&P 500 INDEX	2017.23	USD	10/31/2014	16:15:00	10/31/2014	-12.52	-12.5169	-0.6205	USD	-48.82	-24.5596	-1.11	0.86	0	-12.52	-161.16	0.62	American Vanilla	American	Call	Sell	2017.23	ATM	1	11/07/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 11.908	2015.54	0.2321	4.4684	1.73	0	
WP	S&P 500 INDEX	2017.23	USD	10/31/2014	16:15:00	10/31/2014	-14.1	-14.1012	-0.699	USD	51.59	-24.1505	-1.11	1.07	0	-14.1	-143.05	-0.7	American Vanilla	American	Put	Sell	2017.23	ATM	1	11/07/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 11.908	2015.54	0.2321	4.4684	1.73	0	
WC	S&P 500 INDEX	2030.78	USD	11/07/2014	16:15:00	11/07/2014	-9.25	-9.2456	-0.4553	USD	-48.52	-33.0804	-1.12	0.62	0	-9.25	-219.65	0.46	American Vanilla	American	Call	Sell	2030.78	ATM	1	11/14/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 8.698	2029.68	0.2326	2.8888	1.12	0	
WP	S&P 500 INDEX	2030.78	USD	11/07/2014	16:15:00	11/07/2014	-10.28	-10.283	-0.5064	USD	51.42	-33.0804	-1.12	0.77	0	-10.28	-197.49	-0.51	American Vanilla	American	Put	Sell	2030.78	ATM	1	11/14/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 8.698	2029.68	0.2326	2.8888	1.12	0	
WC	S&P 500 INDEX	2040.16	USD	11/14/2014	16:15:00	11/14/2014	-8.52	-8.5175	-0.4175	USD	-48.56	-36.1385	-1.13	0.58	0	-8.52	-239.52	0.42	American Vanilla	American	Call	Sell	2040.16	ATM	1	11/21/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 7.962	2039.19	0.2321	2.5901	1.01	0	
WP	S&P 500 INDEX	2040.16	USD	11/14/2014	16:15:00	11/14/2014	-9.44	-9.4422	-0.4628	USD	51.39	-36.1385	-1.13	0.71	0	-9.44	-216.07	-0.46	American Vanilla	American	Put	Sell	2040.16	ATM	1	11/21/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 7.962	2039.19	0.2321	2.5901	1.01	0	
WC	S&P 500 INDEX	2063.23	USD	11/21/2014	16:15:00	11/21/2014	-7.17	-7.1704	-0.3475	USD	-48.63	-43.5705	-1.14	0.49	0	-7.17	-287.74	0.35	American Vanilla	American	Call	Sell	2063.23	ATM	1	11/28/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 6.605	2062.45	0.2328	2.0606	0.82	0	
WP	S&P 500 INDEX	2063.23	USD	11/21/2014	16:15:00	11/21/2014	-7.9	-7.8959	-0.3827	USD	51.33	-43.5705	-1.14	0.59	0	-7.9	-261.3	-0.38	American Vanilla	American	Put	Sell	2063.23	ATM	1	11/28/2014 - 16:15	7 - 00:00	BS - continuous	Bid - 6.605	2062.45	0.2328	2.0606	0.82	0	
